Institution_ID,Institution_Name,Institution_Address,Institution_City,Institution_State,Institution_Zip,Institution_Web_Address,
153418,Heritage College - Denver,"4704 Harlan Street, #100, #200, & #330",Denver,CO,"80212",www.heritage-education.com,
156718,Heritage College - Manassas,8255 Shoppers Square,Manassas,VA,"20111-2176",www.heritage-education.com,
156718,Heritage College - Manassas,8255 Shoppers Square,Manassas,VA,"20111-2176",www.heritage-education.com,
160658,Heritage College - Oklahoma City,7202 S. I-35 Service Road,Oklahoma City,OK,"73149",heritage-education.com,
109721,Heritage Institute - Fort Myers,6630 Orion Drive,Fort Myers,FL,"33912",heritage-education.com,
155672,Heritage Institute - Jacksonville,"4130 Salibury Rd N, Suite 1100",Jacksonville,FL,"32216",www.heritage-education.com,
185299,Herzing University,525 N. 6th Street,Milwaukee,WI,"53203",www.herzing.edu,
185299,Herzing University,525 N. 6th Street,Milwaukee,WI,"53203",www.herzing.edu,
185299,Herzing University,525 N. 6th Street,Milwaukee,WI,"53203",www.herzing.edu,
171809,High-Tech Institute - Atlanta,1090 Northchase Pkwy-Ste 150,Marietta,GA,"30067",hightechinstitute.edu,
135708,Hocking College,3301 Hocking Pky,Nelsonville,OH,"45764",www.hocking.edu,
130581,Hofstra University,100 Hofstra University,Hempstead,NY,"11549",www.hofstra.edu,
130581,Hofstra University,100 Hofstra University,Hempstead,NY,"11549",www.hofstra.edu,
128142,Hohokus School of Trade and Technical Sciences,634 Market Street,Paterson,NJ,"07513",,
111975,Hollywood Beauty College,99-084 Kauhale St Bldg A,Aiea,HI,"96701",www.hollywoodbeautycollege.com,
139791,Holy Family University,9801 Frankford Avenue,Philadelphia,PA,"19114-2009",www.holyfamily.edu,
122612,Hope College,141 E 12th St,Holland,MI,"49423",www.hope.edu,
179186,Houston Ballet Ben Stevenson Academy,"1921 West Bell,","Houston,",TX,,,
108913,Howard University,2400 Sixth St NW,Washington,DC,"20059-0001",www.howard.edu,
122621,Howell College of Cosmetology,1800 Dorr Rd,Howell,MI,"48843",,
190761,Hudson Valley School of Advanced Aesthetic Skin Care,"1723 Route 9W, P.O. Box 174",West Park,NY,"12493",,
198145,Hudson Valley School of Massage Therapy,"1723 Route 9W, P.O. Box 174",West Park,NY,"12493",,
151050,Huertas College,#41 Hector R Bunker  St,Caguas,PR,"00726",www.huertas.edu,
104434,Humboldt State University,1 Harpst Street,Arcata,CA,"95521-8299",www.humboldt.edu,
130138,Hunter College of the City University of New York,695 Park Ave,New York,NY,"10021",www.hunter.cuny.edu,
156824,Huntington School of Beauty Culture-Main Campus,"5636 US Route 60 East, Suite #2",Huntington,WV,"25705-2030",www.beautyschoolforyou.net,
114831,Huntington University,2303 College Ave,Huntington,IN,"46750",www.huntington.edu,
182379,I.T.S. Academy of Beauty - Odessa,1541  J.B.S. Parkway,Odessa,TX,"79761",,
158592,ICC Technical Institute,3333 Fannin Ste #203,Houston,TX,"77004",www.icchouston.net,
104470,ICR Graduate School,"10946 Woodside Avenue, North",Santee,CA,"92071",www.icr.edu,
112163,Idaho State University,921 S 7th Ave,Pocatello,ID,"83209",www.isu.edu,
112163,Idaho State University,921 S 7th Ave,Pocatello,ID,"83209",www.isu.edu,
113245,Illinois State University,"1000 Illinois State University, Campus Box 1000",Normal,IL,"61790-1000",www.ilstu.edu,
210863,"Image Works Academy of Hair Design, Inc.",77 East 800 North,Spanish Fork,UT,"84660",,
139825,Immaculata University,1145 King Rd,Immaculata,PA,"19345-0702",www.immaculata.edu,
139825,Immaculata University,1145 King Rd,Immaculata,PA,"19345-0702",www.immaculata.edu,
139825,Immaculata University,1145 King Rd,Immaculata,PA,"19345-0702",www.immaculata.edu,
139825,Immaculata University,1145 King Rd,Immaculata,PA,"19345-0702",www.immaculata.edu,
205434,IMPAC University,900 West Marion Avenue,Punta Gorda,FL,"33950",www.impacu.edu,
183044,Independence University,"5295 South Commerce Drive, G-50",Salt Lake City,UT,"84107",www.independence.edu,
162344,Indian Capital Technology Center - Muskogee,2403 N 41st St E,Muskogee,OK,"74403",www.icavts.tec.ok.us,
163550,Indian Capital Technology Center - Sallisaw,Hc 61 Box 12,Sallisaw,OK,"74955",www.icavts.tec.ok.us,
163569,Indian Capital Technology Center - Stilwell,Rt. 6 - Box 3320,Stilwell,OK,"74960",www.icavts.tec.ok.us,
137883,Indian Capital Technology Center - Tahlequah,240 Vo-Tech Road,Tahlequah,OK,"74464",www.icavts.tec.ok.us,
147642,Indian River Beauty Academy,6528 Indian River Road,Virginia Beach,VA,"23464-3424",,
190798,Indiana Cosmetology Academy,441 Hamill Road,Indiana,PA,"15701",,
114983,Indiana University - Purdue University Indianapolis,420 University Blvd.,Indianapolis,IN,"46202",www.iupui.edu,
115126,Indiana University Bloomington,107 S. Indiana Ave.,Bloomington,IN,"47405-7000",www.iu.edu,
115117,Indiana University South Bend,1700 Mishawaka Ave,South Bend,IN,"46634-7111",www.iu.edu,
219170,Innovative Detective Institute,"Carretera #2 Esquina Calle Del Parque #1710, Suite 203",Bayamon,PR,"00960",,
229948,Institute for Massage Education,6350 West KL Avenue,Kalamazoo,MI,"49009",www.kcha.com,
233806,Institute of Allied Medical Professions - Long Island,"333 Earl Ovington Boulevard, Suite 305",Uniondale,NY,"11553",,
233790,Institute of Allied Medical Professions - Valhalla,"95 Grasslands Road, Elmwood Hall, 2nd Floor",Valhalla,NY,"10595",,
144634,Institute of Cosmetology & Esthetics,"7011 Harwin Drive, Suite 100",Houston,TX,"77036-2121",,
200891,"Institute of Intensive English, Inc.","2255 Kuhio Avenue, Suite 920",Honolulu,HI,"96815",www.goiv.com/iie/,
174677,Institute of Therapeutic Massage & Movement,"2501 McGavock Pike, Suite 100",Nashville,TN,"37214",,
178378,Instituto de Educacion Vocacional - Morovis,"Calle Comercio, Esquina Betances",Morovis,PR,"00687",,
156499,Instituto Merlix,Calle Betances 24,Bayamon,PR,"00961-9998",,
183202,Instituto Postsecundario de Educacion a Distancia,"Carretera 183, Km. 1.7 Box 8517",Caguas,PR,"00726",,
176521,Integrated Digital Technologies,"3452 E. Foothill Blvd., 2nd Floor",Pasadena,CA,"91107",,
130651,Interboro Institute,450 W 56th Street,New York,NY,"10019-3697",Interboro.Com,
190141,Intercultural Institute of California,1362 Post Street,San Francisco,CA,"94109",,
148733,Interface College,178 S. Stevens,Spokane,WA,"99201",www.Interface-net.com,
231299,International Academy of Cosmetology & Barbering,"2800 North MacDill Avenue, Suites Q & R",Tampa,FL,"36607",,
215123,International Academy of Design and Technology - Pittsburgh,555 Grant Street,Pittsburgh,PA,"15219",,
162733,International Beauty School,2024 Holiday Drive,Charlottesville,VA,"22901-281",,
149736,International Beauty School 4,201 West King Street,Martinsburg,WV,"25401",,
181543,International Business School - Denton,2006 West University Drive,Denton,TX,"76201",www.ibsdenton.com,
212063,International College of Cosmetology II,1224 Polk Street,San Francisco,CA,"94109",,
228927,International Institute of Chinese Medicine,P.O. Box 4991,Santa Fe,NM,"87502",,
159443,International Junior College,Calle Baldorioty # 1,Bayamon,PR,"00961",,
187161,International Junior College - Humacao,55 Font Mortelo,Humacao,PR,"00791",,
116022,Iowa Central Community College,One Triton Circle,Fort Dodge,IA,"50501",www.iccc.cc.ia.us,
178004,Iowa Montessori Training Center (AMS),6713 Washington Ave.,Des Moines,IA,"50322",,
130697,Ithaca College,953 Danby Rd,Ithaca,NY,"14850-7188",www.ithaca.edu,
115214,ITT Technical Institute - Indianapolis,9511 Angola Ct,Indianapolis,IN,"46268-1119",www.itt-tech.edu,
166124,Ivory Dental Technology College,13800 Beach Boulevard,Westminster,CA,"92683",www.ivorydentalcollege.com,
147651,J Sargeant Reynolds Community College,1651 E Parham Road,Richmond,VA,"23228",www.reynolds.edu,
100353,J.F. Drake State Community and Technical College,3421 Meridian St North,Huntsville,AL,"35811",www.drakestate.edu,
168430,James Albert School of Cosmetology,"1835 Newport Boulevard, Suite A-200",Costa Mesa,CA,"92627-3831",,
100229,James H. Faulkner State Community College,1900 US Hwy 31 S,Bay Minette,AL,"36507-2698",www.faulknerstate.edu,
147660,James Madison University,800 South Main Street,Harrisonburg,VA,"22807",www.jmu.edu,
147660,James Madison University,800 South Main Street,Harrisonburg,VA,"22807",www.jmu.edu,
147493,Jefferson College of Health Sciences,920 S Jefferson St,Roanoke,VA,"24016",www.jchs.edu,
212911,John Fish Jewelry School,"953 E. Sahara Avenue, #B-5",Las Vegas,NV,"89104",www.johnfishjewelryschool.com,
183220,John Tracy Clinic,806 West Adams Boulevard,Los Angeles,CA,"90007",www.jtc.org,
177746,John Weinaker Montessori School (AMS),227 Hillcrest Road,Mobile,AL,"36608",,
120120,Johns Hopkins University,3400 N Charles St,Baltimore,MD,"21218-2688",www.jhu.edu,
120120,Johns Hopkins University,3400 N Charles St,Baltimore,MD,"21218-2688",www.jhu.edu,
207166,Johnson & Wales University - North Miami,1701 NE 127th St,North Miami,FL,"33181",,
133605,Johnson C Smith University,100 Beatties Ford Rd,Charlotte,NC,"28216",www.jcsu.edu,
233073,Jones College - Miami,"11430 N Kendall Drive, Suite 200",Miami,FL,"33176",,
175333,Jordan-Locke Community Adult School,325 East 111th Street,Los Angeles,CA,"01977",www.jordanlockecas.yahoo.com,
190831,Joseph?s College of Cosmetology - Omaha,3724 Farnam Street,Omaha,NE,"68131",,
175421,Kaiser Permanente School of Allied Health,938 Marina Way South,Richmond,CA,"94804",www.kpsahs.org,
154855,Kankakee Academy of Hair Design,100 East 115th Street,Chicago,IL,"60639-4828",DJOSEPHCANNELLA.AOL.COM,
168980,Kansas City College,"800 E 101st Terrace, Suite 100",Kansas City,MO,"64131",metropolitancollege.edu,
234438,Kaplan Career Institute,177 Franklin Mills Boulevard,Philadelphia,PA,"19154",,
141176,Kaplan Career Institute,1991 Sproul Road Suite 42,Broomall,PA,"19008",,
215424,Kaplan Career Institute - Boston,540 Commonwealth Avenue,Boston,MA,"02215",,
137014,Kaplan Career Institute - Brooklyn,8720 Brookpark Road,Brooklyn,OH,"44129",www.ttinst.com,
152831,Kaplan Career Institute - Harrisburg,5650 Derry Street,Harrisburg,PA,"17111",www.thompson.edu,
230144,Kaplan College - Chesapeake,1987 S Military Highway,Chesapeake,VA,"23320",,
157720,Kaplan College - Dallas,"12005 Ford Road, Suite 100",Dallas,TX,"75234",www.dallasparalegal.com,
152114,Kaplan College - El Paso,8360 Burnham Road Suite 100,El Paso,TX,"79907",www.cctep.com,
219125,Kaplan College - Hammond,7833 Indianapolis Blvd,Hammond,IN,"46324",,
156046,Kaplan College - Las Vegas,3535 W. Sahara Avenue,Las Vegas,NV,"89102",heritagecollege.com,
154518,Kaplan College - Modesto Campus,5172 Kiernan Court,Salida,CA,"95368",www.MARICCOLLEGE.EDU,
210456,Kaplan College - Nashville,750 Envious Lane,Nashville,TN,"37217",southeasterncareercollege.edu,
210456,Kaplan College - Nashville,750 Envious Lane,Nashville,TN,"37217",southeasterncareercollege.edu,
163985,Kaplan College - Panorama City,14355 Roscoe Blvd,Panorama City,CA,"91402-4222",www.ceicollege.com,
234076,Kaplan College - San Antonio,6441 NW Loop 410,San Antonio,TX,"78238",,
234076,Kaplan College - San Antonio,6441 NW Loop 410,San Antonio,TX,"78238",,
234076,Kaplan College - San Antonio,6441 NW Loop 410,San Antonio,TX,"78238",,
234076,Kaplan College - San Antonio,6441 NW Loop 410,San Antonio,TX,"78238",,
158097,Kaplan College - Stockton,722 W. March Lane,Stockton,CA,"95207",,
204440,Kaplan International Centers,"21 E. Victoria Street, Suite 300",Santa Barbara,CA,"93101",www.aspectworld.com/page.mhtml?en/us.html,
204592,Kaplan Test Prep,"395 Hudson Street, 3rd Floor",New York,NY,"10014",www.kaptest.com,
153029,Kaplan University,1801 E Kimberly Rd Ste 1,Davenport,IA,"52807",online.kaplanuniversity.edu/Pages/HomePage.aspx,
153029,Kaplan University,1801 E Kimberly Rd Ste 1,Davenport,IA,"52807",online.kaplanuniversity.edu/Pages/HomePage.aspx,
180744,Kaplan University - Frederick,5301 Buckeystown Pike Ste. 150,Frederick,MD,"21704",,
130758,Katharine Gibbs School - New York City,50 West 40 Street,New York,NY,"10018",www.gibbsny.com,
167464,Keiser Career College - Pembroke Pines,12520 Pines Blvd.,Pembroke Pines,FL,"33027",www.keisercareer.com,
177065,Keiser Career College - Port St. Lucie,9468 South U.S. 1,Port St. Lucie,FL,"34652",,
177065,Keiser Career College - Port St. Lucie,9468 South U.S. 1,Port St. Lucie,FL,"34652",,
109712,Keiser University,1500 NW 49th St.,Fort Lauderdale,FL,"33309",www.keiseruniversity.edu,
109712,Keiser University,1500 NW 49th St.,Fort Lauderdale,FL,"33309",www.keiseruniversity.edu,
109712,Keiser University,1500 NW 49th St.,Fort Lauderdale,FL,"33309",www.keiseruniversity.edu,
109712,Keiser University,1500 NW 49th St.,Fort Lauderdale,FL,"33309",www.keiseruniversity.edu,
109712,Keiser University,1500 NW 49th St.,Fort Lauderdale,FL,"33309",www.keiseruniversity.edu,
109712,Keiser University,1500 NW 49th St.,Fort Lauderdale,FL,"33309",www.keiseruniversity.edu,
109712,Keiser University,1500 NW 49th St.,Fort Lauderdale,FL,"33309",www.keiseruniversity.edu,
119526,Kennebec Valley Community College,92 Western Ave,Fairfield,ME,"04937-1367",www.kvcc.me.edu,
125499,Kennett Career and Technology Center,1400 W Washington,Kennett,MO,"63857",www.kennett.k12.mo.us,
135869,Kent State University,P.O. Box 5190,Kent,OH,"44242-0001",www.kent.edu,
135869,Kent State University,P.O. Box 5190,Kent,OH,"44242-0001",www.kent.edu,
135869,Kent State University,P.O. Box 5190,Kent,OH,"44242-0001",www.kent.edu,
130785,Keuka College,141 Central Avenue,Keuka Park,NY,"14478",www.keuka.edu,
156240,Kiamichi Technology Center - Atoka,1301 W. Liberty Road,Atoka,OK,"74525-1626",www.kiamichi-atoka.tec.ok.us,
156259,Kiamichi Technology Center - Durant,810 Waldron Rd,Durant,OK,"74701-1904",www.kiamichi-durant.tec.ok.us,
156268,Kiamichi Technology Center - Hugo,107 S. 15th Street,Hugo,OK,"74743",www.kavts.tec.ok.us,
156286,Kiamichi Technology Center - Idabel,3205 NE Lincoln Road,Idabel,OK,"74745-2414",www.Kiamichi-Idabel.tec.ok.us,
156277,Kiamichi Technology Center - McAlester,301 Kiamichi Dr,McAlester,OK,"74501",www.kiamichi-mcalester.tec.ok.us,
156295,Kiamichi Technology Center - Poteau,1509 S McKenna,Poteau,OK,"74953",www.kiamichi-poteau.tec.ok.us,
156301,Kiamichi Technology Center - Spiro,610 SW Third Street,Spiro,OK,"74959",www.kavts.tec.ok.us,
159489,Kiamichi Technology Center - Stigler,1410 Old Military Road,Stigler,OK,"74462-9601",www.kiamichi-stigler.tec.ok.us,
156310,Kiamichi Technology Center - Talihina,Rt  2-- Box 1800,Talihina,OK,"74571",www.kavts.tec.ok.us,
192226,Kimberly's Beauty School,3355-57 Kensington Avenue,Philadelphia,PA,"19134",,
117733,King's Daughters' Medical Center,2201 Lexington Avenue,Ashland,KY,"41101",,
130794,Kol Yaakov Torah Center,29 W Maple Ave,Monsey,NY,"10952",,
120917,Laboure College,2120 Dorchester Ave,Boston,MA,"02124-5698",www.laboure.edu,
111452,LaGrange College,601 Broad St.,Lagrange,GA,"30240-2999",www.lagrange.edu,
176558,Lake College,2655 Bechelli Lane,Redding,CA,"96002",,
122719,Lake Michigan College,2755 E Napier Ave,Benton Harbor,MI,"49022-1899",www.lmc.cc.mi.us,
150066,Lakeshore Technical College,1290 North Ave,Cleveland,WI,"53015",www.gotoltc.edu,
149879,Lakeside School of Massage Therapy,1726 N. First Street,Milwaukee,WI,"53212",www.lakeside.edu,
113458,Lakeview College of Nursing,903 N Logan Ave,Danville,IL,"61832",www.lakeviewcol.edu,
145318,Lamar State College - Orange,410 Front St,Orange,TX,"77630",www.lsco.edu,
145309,Lamar University,4400 MLK,Beaumont,TX,"77705",www.lamar.edu,
142416,Lander University,320 Stanley Avenue,Greenwood,SC,"29649-2099",www.lander.edu,
142416,Lander University,320 Stanley Avenue,Greenwood,SC,"29649-2099",www.lander.edu,
156329,Le Cordon Bleu College of Culinary Art - Portland,"921 SW Morrison Street, Suite 400",Portland,OR,"97205",wci.edu,
230746,Le Cordon Bleu College of Culinary Arts - Austin,"3110 Esperanza Crossing, Suite 100",Austin,TX,"78758",,
230746,Le Cordon Bleu College of Culinary Arts - Austin,"3110 Esperanza Crossing, Suite 100",Austin,TX,"78758",,
230746,Le Cordon Bleu College of Culinary Arts - Austin,"3110 Esperanza Crossing, Suite 100",Austin,TX,"78758",,
230746,Le Cordon Bleu College of Culinary Arts - Austin,"3110 Esperanza Crossing, Suite 100",Austin,TX,"78758",,
230746,Le Cordon Bleu College of Culinary Arts - Austin,"3110 Esperanza Crossing, Suite 100",Austin,TX,"78758",,
230843,Le Cordon Bleu College of Culinary Arts - Pasadena,521 East Green Street,Pasadena,CA,"91101",,
230843,Le Cordon Bleu College of Culinary Arts - Pasadena,521 East Green Street,Pasadena,CA,"91101",,
230843,Le Cordon Bleu College of Culinary Arts - Pasadena,521 East Green Street,Pasadena,CA,"91101",,
230843,Le Cordon Bleu College of Culinary Arts - Pasadena,521 East Green Street,Pasadena,CA,"91101",,
230843,Le Cordon Bleu College of Culinary Arts - Pasadena,521 East Green Street,Pasadena,CA,"91101",,
230843,Le Cordon Bleu College of Culinary Arts - Pasadena,521 East Green Street,Pasadena,CA,"91101",,
230843,Le Cordon Bleu College of Culinary Arts - Pasadena,521 East Green Street,Pasadena,CA,"91101",,
235662,Le Cordon Bleu College of Culinary Arts - Portland,"600 SW 10th Avenue, Suite 400",Portland,OR,"97205",,
235662,Le Cordon Bleu College of Culinary Arts - Portland,"600 SW 10th Avenue, Suite 400",Portland,OR,"97205",,
161004,Leech Lake Tribal College,6945 Littlewolf Road NW,Cass Lake,MN,"56633",www.lltc.org,
133623,Lees-McRae College,191 Main Street,Banner Elk,NC,"28604",www.lmc.edu,
133623,Lees-McRae College,191 Main Street,Banner Elk,NC,"28604",www.lmc.edu,
140085,Lehigh Carbon Community College,4525 Education Park Dr,Schnecksville,PA,"18078-2598",www.lccc.edu,
140410,Lehigh Valley College,2407 East Saucon Valley Road,Center Valley,PA,"18034",www.chooseabs.com,
130174,Lehman College of the City University of New York,"250 Bedford Park Blvd West, T3-201",Bronx,NY,"10468",www.lehman.cuny.edu,
165802,Lester E. Cox Medical Center - School of Medical Technology,3801 S. National Ave.,Springfield,MO,"65807-5210",www.coxhealth.com,
122755,Lewis College of Business,17370 Meyers Rd,Detroit,MI,"48235",www.lewiscollege.edu,
212735,Lexington Baptist College,147 Walton Avenue,Lexington,KY,"40508",,
